sector,site_description_local,latitude,longitude,import,road
HVACI SE Dartford,14560 M25 56/0A J8 9,51.27220154,-0.256700009,Y,M25 
HVACI SE Dartford,14579 M25 57/9B J8 9,51.28440094,-0.267500013,Y,M25 
HVACI SE Dartford,14588 M25 58/8B J8 9,51.29109955,-0.281699985,Y,M25 
HVACI SE Dartford,14595 M25 59/5A J8 9,51.29249954,-0.291799992,Y,M25 
HVACI SE Dartford,14613 M25 61/3A J8 9,51.2981987,-0.314900011,Y,M25 
HVACI SE Dartford,14621 M25 62/1A J8 9,51.30419922,-0.3213,Y,M25 
HVACI SE Dartford,14626 M25 62/6B J8 9,51.30889893,-0.323700011,Y,M25 
HVACI SE Dartford,14635 M25 63/5B J9,51.3144989,-0.331699997,Y,M25 
HVACI SE Dartford,14642 M25 64/2B J9 10,51.31610107,-0.341399997,Y,M25 
HVACI SE Dartford,14649 M25 64/9A J9 10,51.31389999,-0.351200014,Y,M25 
HVACI SE Dartford,14658 M25 65/8B J9 10,51.31280136,-0.364100009,Y,M25 
HVACI SE Dartford,14669 M25 66/9B J9 10,51.31079865,-0.379400015,Y,M25 
HVACI SE Dartford,14683 M25 68/3A J10,51.30583191,-0.397783339,Y,M25 
HVACI SE Dartford,14697 M25 69/7A J9 10,51.30889893,-0.417899996,Y,M25 
HVACI SE Dartford,14706 M25 70/6A J9 10,51.31280136,-0.428299993,Y,M25 
HVACI SE Dartford,14713 M25 71/3B J10,51.31639862,-0.436666667,Y,M25 
HVACI SE Dartford,14724 M25 72/4B J10,51.32229996,-0.449900001,Y,M25 
HVACI SE Dartford,14725 M25 72/5B J10 11,51.3266983,-0.450899988,Y,M25 
HVACI SE Dartford,14731 M25 73/1B J11 10,51.32460022,-0.459600002,Y,M25 
HVACI SE Dartford,14741 M25 74/1A J10 11,51.3266983,-0.473800004,Y,M25 
HVACI SE Dartford,14751 M25 75/1A J10 11,51.33309937,-0.482800007,Y,M25 
HVACI SE Dartford,14756 M25 75/6A J10 11,51.33789825,-0.485100001,Y,M25 
HVACI SE Dartford,14764 M25 76/4B J10 11,51.34500122,-0.485500008,Y,M25 
HVACI SE Dartford,14773 M25 77/3B J10 11,51.35169983,-0.488400012,Y,M25 
HVACI SE Dartford,14785 M25 78/5B J10 11,51.36159897,-0.498100013,Y,M25 
HVACI SE Dartford,14793 M25 79/3A J10 11,51.36750031,-0.504899979,Y,M25 
HVACI SE Dartford,14795 M25 79/5B J10 11,51.36849976,-0.505200028,Y,M25 
HVACI SE Dartford,14801 M25 80/1A J11,51.3742981,-0.509000003,Y,M25 
HVACI SE Dartford,14810 M25 81/0B J11,51.38130188,-0.513700008,Y,M25 
HVACI SE Dartford,14821 M25 82/1A J11 12,51.38790131,-0.5255,Y,M25 
HVACI SE Dartford,14834 M25 83/4A J12,51.395401,-0.534500003,Y,M25 
HVACI SE Dartford,14838 M25 83/8A J12,51.40140152,-0.537999988,Y,M25 
HVACI SE Dartford,14842 M25 84/2B,51.4056015,-0.539399981,Y,M25 
HVACI SE Dartford,14848 M25 84/8A,51.41090012,-0.541299999,Y,M25 
HVACI SE Dartford,14854 M25 85/4B,51.41770172,-0.539399981,Y,M25 
HVACI SE Dartford,14860 M25 86/0B,51.42290115,-0.539499998,Y,M25 
HVACI SE Dartford,14866 M25 86/6A,51.4241333,-0.540799975,Y,M25 
HVACI SE Dartford,14871 M25 87/1A,51.43009949,-0.541000009,Y,M25 
HVACI SE Dartford,14876 M25 87/6A,51.43510056,-0.537699997,Y,M25 
HVACI SE Dartford,14883 M25 88/3B,51.44279861,-0.530099988,Y,M25 
HVACI SE Dartford,14892 M25 89/2A,51.44779968,-0.526000023,Y,M25 
HVACI SE Dartford,14898 M25 89/8B,51.45370102,-0.520200014,Y,M25 
HVACI SE Dartford,14903 M25 90/3A,51.45959854,-0.518000007,Y,M25 
HVACI SE Dartford,14914 M25 91/4B,51.46419907,-0.512399971,Y,M25 
HVACI SE Dartford,15008 A3 0/8B,51.37070084,-0.319599986,Y,A3 
HVACI SE Dartford,15011 A3(M) 01/1A J5,50.85240173,-1.012799978,Y,A3(M) 
HVACI SE Dartford,15023 A3(M) 02/3B J4,50.86259842,-1.016899943,Y,A3(M) 
HVACI SE Dartford,15036 A3(M) 03/6B,50.8742981,-1.014999986,Y,A3(M) 
HVACI SE Dartford,15053 A3(M) 05/3A J2 3,50.88809967,-1.002699971,Y,A3(M) 
HVACI SE Dartford,15056 A3 5/6B,51.34996796,-0.361999989,Y,A3 
HVACI SE Dartford,15075 A3(M) 07/5A J2,50.9068985,-0.998899996,Y,A3(M) 
HVACI SE Dartford,15085 A3 8/5B,51.34260178,-0.404599994,Y,A3 
HVACI SE Dartford,15090 A3(M) 09/0A J1,50.92079926,-0.997900009,Y,A3(M) 
HVACI SE Dartford,15100 A3 10/0B,51.33729935,-0.420300007,Y,A3 
HVACI SE Dartford,15106 A3 10/6A,51.33459854,-0.42750001,Y,A3 
HVACI SE Dartford,15113 A3 11/3B,51.33119965,-0.437299997,Y,A3 
HVACI SE Dartford,15152 A3 15/2B,51.30770111,-0.476500005,Y,A3 
HVACI SE Dartford,15176 A3 17/6A,51.29078293,-0.491116673,Y,A3 
HVACI SE Dartford,15179 A3 17/9A,51.28350067,-0.501100004,Y,A3 
HVACI SE Dartford,15197 A3 19/7A,51.27709961,-0.517499983,Y,A3 
HVACI SE Dartford,15206 A3 20/6B,51.27230072,-0.52700001,Y,A3 
HVACI SE Dartford,15212 A3 21/2A,51.26860046,-0.530399978,Y,A3 
HVACI SE Dartford,15229 A3 22/9B,51.26380157,-0.550800025,Y,A3 
HVACI SE Dartford,15249 A3 24/9A,51.24890137,-0.569100022,Y,A3 
HVACI SE Dartford,15275 A3 27/5B,51.2405014,-0.600199997,Y,A3 
HVACI SE Dartford,15288 A3 28/8B,51.23109818,-0.611599982,Y,A3 
HVACI SE Dartford,15293 A3 29/3B,51.22890091,-0.620199978,Y,A3 
HVACI SE Dartford,16287 M20 28/7A J1,51.38819885,0.193700001,Y,M20 
HVACI SE Dartford,16289 M20 28/9L J1,51.38663483,0.199866667,Y,M20 
HVACI SE Dartford,16402 M20 40/2B J2,51.31760025,0.287400007,Y,M20 
HVACI SE Dartford,16420 M20 42/0B J2,51.31110001,0.312700003,Y,M20 
HVACI SE Dartford,16449 M20 44/9B J3,51.30680084,0.353399992,Y,M20 
HVACI SE Dartford,16463 M20 46/3A J3,51.30899811,0.372200012,Y,M20 
HVACI SE Dartford,16499 M20 49/9A J4,51.30970001,0.424100012,Y,M20 
HVACI SE Dartford,16506 M20 50/6B J4,51.30630112,0.433499992,Y,M20 
HVACI SE Dartford,16514 M20 51/4A J4,51.30746841,0.451550007,Y,M20 
HVACI SE Dartford,16519 M20 51/9A J4,51.30319977,0.451550007,Y,M20 
HVACI SE Dartford,16526 M20 52/6A J4,51.30234909,0.459600002,Y,M20 
HVACI SE Dartford,16536 M20 53/6A J5,51.29963303,0.475333333,Y,M20 
HVACI SE Dartford,16539 M20 53/9B J5,51.30746841,0.451550007,Y,M20 
HVACI SE Dartford,16545 M20 54/5B J5,51.29589844,0.485700011,Y,M20 
HVACI SE Dartford,16551 M20 55/1B J5,51.29650116,0.497299999,Y,M20 
HVACI SE Dartford,16560 M20 56/0A J6,51.29899979,0.515666664,Y,M20 
HVACI SE Dartford,16564 M20 56/4B J6,51.29859924,0.512099981,Y,M20 
HVACI SE Dartford,16566 M20 56/6A J6,51.29940033,0.515600026,Y,M20 
HVACI SE Dartford,16576 M20 57/6A J6,51.29570007,0.528100014,Y,M20 
HVACI SE Dartford,16588 M20 58/8A J7,51.29100037,0.538600028,Y,M20 
HVACI SE Dartford,16594 M20 59/4A J7,51.2881012,0.550199986,Y,M20 
HVACI SE Dartford,16602 M20 60/2A J7,51.28829956,0.561500013,Y,M20 
HVACI SE Dartford,16617 M20 61/7B J7 8,51.28294373,0.580861866,Y,M20 
HVACI SE Dartford,16624 M20 62/4B J8 7,51.27898407,0.587966681,Y,M20 
HVACI SE Dartford,16641 M20 64/1B J8,51.2663002,0.610099971,Y,M20 
HVACI SE Dartford,16650 M20 65/0B J8,51.26319885,0.614600003,Y,M20 
HVACI SE Dartford,16842 M20 84/2A J8 9,51.17608261,0.844150007,Y,M20 
HVACI SE Dartford,16851 M20 85/1A J8 9,51.17056656,0.852087855,Y,M20 
HVACI SE Dartford,16865 M20 86/5B J9,51.16070175,0.868200004,Y,M20 
HVACI SE Dartford,16884 M20 88/4A J9,51.15251541,0.887633324,Y,M20 
HVACI SE Dartford,16892 M20 89/2A J9 10,51.14820862,0.897026837,Y,M20 
HVACI SE Dartford,16898 M20 89/8A J10,51.14849854,0.897499979,Y,M20 
HVACI SE Dartford,16908 M20 90/8B J10,51.13750076,0.910700023,Y,M20 
HVACI SE Dartford,16993 M20 99/3A J10 11,51.10019302,1.015135646,Y,M20 
HVACI SE Dartford,17001 M20 00/1A J10 11,51.09909058,1.026906371,Y,M20 
HVACI SE Dartford,17016 M20 101/6B J11,51.09569931,1.047600031,Y,M20 
HVACI SE Dartford,17026 M20 102/6A J11,51.09429932,1.06099999,Y,M20 
HVACI SE Dartford,17042 M20 104/2B J11,51.09170151,1.083500028,Y,M20 
HVACI SE Dartford,17055 M20 105/5A J11A,51.09389877,1.101999998,Y,M20 
HVACI SE Dartford,17063 M20 106/3A J11A,51.0923996,1.112599969,Y,M20 
HVACI SE Dartford,17075 M20 107/5B J12,51.09140015,1.130100012,Y,M20 
HVACI SE Dartford,17082 M20 108/2A J12,51.09469986,1.138700008,Y,M20 
HVACI SE Dartford,17095 M20 109/5A J13,51.09569931,1.156399965,Y,M20 
HVACI SE Dartford,17099 A20 109/9B,51.09640121,1.162400007,Y,A20 
HVACI SE Dartford,17103 A20 110/3B,51.10070038,1.167500019,Y,A20 
HVACI SE Dartford,17104 A20 110/4A EB,51.10110092,1.168099999,Y,A20 
HVACI SE Dartford,17105 A20 110/5B RHT,51.10079956,1.168300033,Y,A20 
HVACI SE Dartford,17106 A20 110/6A RHT EB,51.10160065,1.168599963,Y,A20 
HVACI SE Dartford,17107 A20 110/7B RHT WB,51.10129929,1.168799996,Y,A20 
HVACI SE Dartford,17108 A20 110/8A RHT EB,51.10200119,1.16900003,Y,A20 
HVACI SE Dartford,17109 A20 110/9B RHT WB,51.10169983,1.169199944,Y,A20 
HVACI SE Dartford,17110 A20 110/9A,51.10419846,1.171300054,Y,A20 
HVACI SE Dartford,18237 A2 23/7B,51.43780136,0.174899995,Y,A2 
HVACI SE Dartford,18247 A2 24/6B,51.43299866,0.189600006,Y,A2 
HVACI SE Dartford,18278 A2 27/8B,51.42559814,0.232099995,Y,A2 
HVACI SE Dartford,18291 A2 29/1B,51.42699814,0.246099994,Y,A2 
HVACI SE Dartford,18296 A2 29/6B,51.4272995,0.256099999,Y,A2 
HVACI SE Dartford,18305 A2 30/5B,51.42850113,0.266499996,Y,A2 
HVACI SE Dartford,18314 A2 31/4A,51.43149948,0.279900014,Y,A2 
HVACI SE Dartford,18315 A2 31/5A,51.4314003,0.279799998,Y,A2 
HVACI SE Dartford,18416 A2 41/6B,51.40100098,0.412699997,Y,A2 
HVACI SE Dartford,18423 A2 42/3B,51.40050125,0.422699988,Y,A2 
HVACI SE Dartford,18425 A2 42/5A,51.40090179,0.426699996,Y,A2 
HVACI SE Dartford,18433 M2 43/3B J1,51.39970016,0.436800003,Y,M2 
HVACI SE Dartford,18438 M2 43/8A J1,51.39989853,0.444000006,Y,M2 
HVACI SE Dartford,18454 M2 45/4A J1 2,51.3905983,0.462199986,Y,M2 
HVACI SE Dartford,18500 M2 50/0A J2 3,51.3567009,0.495099992,Y,M2 
HVACI SE Dartford,18522 A229 52/2A,51.33649826,0.505699992,Y,A229 
HVACI SE Dartford,18523 M2 52/3B J3,51.33739853,0.507799983,Y,M2 
HVACI SE Dartford,18534 M2 53/4B J3,51.32780075,0.518899977,Y,M2 
HVACI SE Dartford,18579 M2 57/9A J4,51.33340073,0.574800014,Y,M2 
HVACI SE Dartford,18642 M2 64/2A J5,51.33110046,0.660099983,Y,M2 
HVACI SE Dartford,18645 M2 64/5K J5,51.32849884,0.658699989,Y,M2 
HVACI SE Dartford,19111 M27 11/1B,50.94680023,-1.472000003,Y,M27 
HVACI SE Dartford,19123 M27 12/3A,50.95420074,-1.458600044,Y,M27 
HVACI SE Dartford,19131 M27 13/1A,50.95769882,-1.448400021,Y,M27 
HVACI SE Dartford,19148 M27 14/8A,50.95999908,-1.424800038,Y,M27 
HVACI SE Dartford,19150 M27 15/0A,50.95959854,-1.422099948,Y,M27 
HVACI SE Dartford,19156 M27 15/6A J4,50.9571991,-1.414399981,Y,M27 
HVACI SE Dartford,19169 M27 16/9A J4,50.95080185,-1.398900032,Y,M27 
HVACI SE Dartford,19180 M27 18/0B J4,50.94800186,-1.38499999,Y,M27 
HVACI SE Dartford,19190 M27 19/0A J5,50.95000076,-1.371000051,Y,M27 
HVACI SE Dartford,19197 M27 19/7A,50.94599915,-1.363999963,Y,M27 
HVACI SE Dartford,19204 M27 20/4B,50.93999863,-1.358999968,Y,M27 
HVACI SE Dartford,19215 M27 21/5B,50.93600082,-1.345000029,Y,M27 
HVACI SE Dartford,19225 M27 22/5A,50.93500137,-1.33099997,Y,M27 
HVACI SE Dartford,19234 M27 23/4A,50.93500137,-1.33099997,Y,M27 
HVACI SE Dartford,19251 M27 25/1A J7,50.91799927,-1.316599965,Y,M27 
HVACI SE Dartford,19260 M27 26/0B J7 8,50.90800095,-1.317999959,Y,M27 
HVACI SE Dartford,19272 M27 27/2B J8,50.89799881,-1.312999964,Y,M27 
HVACI SE Dartford,19292 M27 29/2A,50.88729858,-1.291000009,Y,M27 
HVACI SE Dartford,19303 M27 30/3B,50.88000107,-1.281000018,Y,M27 
HVACI SE Dartford,19325 M27 32/5A J9,50.87400055,-1.251000047,Y,M27 
HVACI SE Dartford,19341 M27 34/1B J9,50.86800003,-1.230999947,Y,M27 
HVACI SE Dartford,19358 M27 35/8A,50.86800003,-1.20599997,Y,M27 
HVACI SE Dartford,19374 M27 37/4A J10,50.86705017,-1.182999969,Y,M27 
HVACI SE Dartford,19394 M27 39/4B J11,50.86000061,-1.157999992,Y,M27 
HVACI SE Dartford,19411 M27 41/1B,50.85599899,-1.13499999,Y,M27 
HVACI SE Dartford,19428 M27 42/8A,50.85400009,-1.106999993,Y,M27 
HVACI SE Dartford,19447 M27 44/7M J12,50.84180069,-1.092800021,Y,M27 
HVACI SE Dartford,19457 M27 45/7B J12,50.83800125,-1.080000043,Y,M27 
HVACI SE Dartford,19465 M275 46/5M,50.82928467,-1.089050055,Y,M275 
HVACI SE Dartford,19472 A27 47/2A,50.88759995,-1.291100025,Y,A27 
HVACI SE Dartford,19477 M275 47/7M,50.82928467,-1.089050055,Y,M275 
HVACI SE Dartford,19479 A27 47/9B,50.83390045,-1.049299955,Y,A27 
HVACI SE Dartford,19493 A27 49/3B,50.83769989,-1.031599998,Y,A27 
HVACI SE Dartford,19507 A27 50/7A,50.84479904,-1.016299963,Y,A27 
HVACI SE Dartford,50005 M1 0/5B J1,51.57125092,-0.227466673,Y,M1 
HVACI SE Dartford,50024 A11/A14 2/4B,52.27214813,0.449133337,Y,A11/A14 
HVACI SE Dartford,50212 A4 Kings House Security,51.49253464,-0.286533326,Y,A4 
HVACI SE Dartford,50219 A4 Lionel Road Security,51.49133301,-0.291516662,Y,A4 
HVACI SE Dartford,50225 A4 Claypnds Av Security,51.49173355,-0.297300011,Y,A4 
HVACI SE Dartford,50236 BMP Carpark Security,51.49150085,-0.321016669,N, NaN
HVACI SE Dartford,50237 BMP/LPF Weir Security,51.49250031,-0.325700015,N, NaN
HVACI SE Dartford,50261 M4 Spur 2242K,51.48960114,-0.454733342,Y,M4 
HVACI SE Dartford,50264 M4 Spur 26/4A,51.49078369,-0.452850014,Y,M4 
HVACI SE Dartford,50265 M4 Spur 26/5A,51.48501587,-0.452083319,Y,M4 
HVACI SE Dartford,50266 M4 Spur 26/6A,51.48244858,-0.452749997,Y,M4 
HVACI SE Dartford,50530 M1 72/8J J13,52.0263176,-0.603233337,Y,M1 
HVACI SE Dartford,50532 M1 72/8B J13,52.02703476,-0.60345,Y,M1 
HVACI SE Dartford,50534 M1 76/3A J13 14,52.03969955,-0.649900019,Y,M1 
HVACI SE Dartford,50536 M1 77/9A J13 14,52.04850006,-0.6699,Y,M1 
HVACI SE Dartford,50538 M1 80/2J J14,52.05794907,-0.699066639,Y,M1 
HVACI SE Dartford,50540 M1 80/4B J14,52.05939865,-0.700900018,Y,M1 
HVACI SE Dartford,50623 A1(M) 31/7A J3 4,51.76036835,-0.241600007,Y,A1(M) 
HVACI SE Dartford,50624 A1(M) 31/7B J4 3,51.75984955,-0.241683334,Y,A1(M) 
HVACI SE Dartford,50625 A1(M) 31/8A J3 4,51.76138306,-0.240383327,Y,A1(M) 
HVACI SE Dartford,50626 A1(M) 31/8B J4 3,51.76070023,-0.240666673,Y,A1(M) 
HVACI SE Dartford,50627 A1(M) 31/9A J3 4,51.76218414,-0.239366665,Y,A1(M) 
HVACI SE Dartford,50628 A1(M) 31/9B J4 3,51.76165009,-0.239600003,Y,A1(M) 
HVACI SE Dartford,50629 A1(M) 32/0A J3 4,51.76303482,-0.238516673,Y,A1(M) 
HVACI SE Dartford,50630 A1(M) 32/1B J4 3,51.76250076,-0.238733336,Y,A1(M) 
HVACI SE Dartford,50631 A1(M) 32/2A J3 4,51.76398468,-0.237650007,Y,A1(M) 
HVACI SE Dartford,50632 A1(M) 32/2B J4 3,51.7633667,-0.237883329,Y,A1(M) 
HVACI SE Dartford,50633 A1(M) 32/3A J3 4,51.76473236,-0.237033337,Y,A1(M) 
HVACI SE Dartford,50634 A1(M) 32/3B J4 3,51.76421738,-0.237016663,Y,A1(M) 
HVACI SE Dartford,50635 A1(M) 32/4A J3 4,51.76568222,-0.23618333,Y,A1(M) 
HVACI SE Dartford,50636 A1(M) 32/5B J4 3,51.76508331,-0.23618333,Y,A1(M) 
HVACI SE Dartford,50637 A1(M) 32/6A J3 4,51.7665329,-0.235533327,Y,A1(M) 
HVACI SE Dartford,50638 A1(M) 32/6B J4 3,51.76603317,-0.235483333,Y,A1(M) 
HVACI SE Dartford,50639 A1(M) 32/7A J3 4,51.76741791,-0.234899998,Y,A1(M) 
HVACI SE Dartford,50640 A1(M) 32/7B J4 3,51.76679993,-0.234899998,Y,A1(M) 
HVACI SE Dartford,50641 A1(M) 32/8A J3 4,51.76819992,-0.23421666,Y,A1(M) 
HVACI SE Dartford,50642 A1(M) 32/8B J4 3,51.76776505,-0.234316662,Y,A1(M) 
HVACI SE Dartford,50643 A1(M) 32/9A J3 4,51.7690506,-0.233866662,Y,A1(M) 
HVACI SE Dartford,50644 A1(M) 32/9B J4 3,51.76851654,-0.233783334,Y,A1(M) 
HVACI SE Dartford,50651 A1(M) Roehyde Sub Station,51.75244904,-0.245633334,Y,A1(M) 
HVACI SE Dartford,50652 A1(M) Roehyde Sub Station 2,51.75226593,-0.245633334,Y,A1(M) 
HVACI SE Dartford,50653 A1(M) South Sub Station,51.76361847,-0.23681666,Y,A1(M) 
HVACI SE Dartford,50654 A1(M) South Sub Station 2,51.76346588,-0.236983329,Y,A1(M) 
HVACI SE Dartford,50655 A1(M) Mid Point Sub Station,51.76395035,-0.236383334,Y,A1(M) 
HVACI SE Dartford,50656 A1(M) Mid Point Sub Station 2,51.76371765,-0.236583337,Y,A1(M) 
HVACI SE Dartford,50657 A1(M) Nth Sub Stn,51.76748276,-0.23391667,Y,A1(M) 
HVACI SE Dartford,50658 A1(M) Nth Sub Stn 2,51.76708221,-0.23391667,Y,A1(M) 
HVACI SE Dartford,50659 A1(M) Grn Lns Pumping Stn,51.76971817,-0.233649999,Y,A1(M) 
HVACI SE Dartford,50660 A1(M) Grn Lns Pumping Stn 2,51.76953506,-0.23376666,Y,A1(M) 
HVACI SE Dartford,50661 A1M HATF TNL VAID 1,51.76665878,-0.237959996,Y,A1M 
HVACI SE Dartford,50662 A1M HATF TNL VAID 2,51.76522064,-0.239150003,Y,A1M 
HVACI SE Dartford,50663 A1M HATF TNL VAID 3,51.76327896,-0.240799993,Y,A1M 
HVACI SE Dartford,50714 M25 147/6A J25 26,51.68299866,-0.042233333,Y,M25 
HVACI SE Dartford,50715 M25 147/7A J25 26,51.68293381,-0.040283334,Y,M25 
HVACI SE Dartford,50716 M25 147/9A J25 26,51.68278503,-0.036783334,Y,M25 
HVACI SE Dartford,50717 M25 148/1A J25 26,51.68259811,-0.033116668,Y,M25 
HVACI SE Dartford,50718 M25 148/1B J26 25,51.68194962,-0.033199999,Y,M25 
HVACI SE Dartford,50719 M25 148/0B J26 25,51.68206787,-0.035033334,Y,M25 
HVACI SE Dartford,50720 M25 147/9B J26 25,51.68213272,-0.036850002,Y,M25 
HVACI SE Dartford,50721 M25 147/7B J26 25,51.68231583,-0.040350001,Y,M25 
HVACI SE Dartford,50729 M25 157/1A J26 27,51.68980026,0.0902,Y,M25 
HVACI SE Dartford,50730 M25 157/2A J26 27,51.68966675,0.092316665,Y,M25 
HVACI SE Dartford,50731 M25 157/3A J26 27,51.6896019,0.0942,Y,M25 
HVACI SE Dartford,50732 M25 157/5A J26 27,51.68918228,0.096199997,Y,M25 
HVACI SE Dartford,50733 M25 157/5B J27 26,51.68891525,0.096716665,Y,M25 
HVACI SE Dartford,50734 M25 157/4B J27 26,51.68930054,0.094800003,Y,M25 
HVACI SE Dartford,50735 M25 157/3B J27 26,51.68953323,0.092833333,Y,M25 
HVACI SE Dartford,50736 M25 157/1B J27 26,51.6896019,0.090800002,Y,M25 
HVACI SE Dartford,51137 A14 113/7B J36,52.21908188,0.315899998,Y,A14 
HVACI SE Dartford,51211 A14 121/1B J37,52.26651764,0.388416678,Y,A14 
HVACI SE Dartford,51220 A14 122/0B J37,52.26851654,0.400700003,Y,A14 
HVACI SE Dartford,51251 A14 125/1A J38,52.27126694,0.444666654,Y,A14 
HVACI SE Dartford,51382 A14 138/2B J41,52.2610817,0.628783345,Y,A14 
HVACI SE Dartford,51410 A14 141/0A J42,52.257267,0.671166658,Y,A14 
HVACI SE Dartford,51414 A14 141/4A J42,52.257267,0.671166658,Y,A14 
HVACI SE Dartford,51432 A14 143/2A J42 43,52.25421524,0.700683355,Y,A14 
HVACI SE Dartford,51443 A14 144/3A J43,52.25563431,0.717133343,Y,A14 
HVACI SE Dartford,51446 A14 144/6A J43,52.25453186,0.719250023,Y,A14 
HVACI SE Dartford,51458 A14 145/8B J44,52.24430084,0.726100028,Y,A14 
HVACI SE Dartford,51471 A14 147/1B J44,52.23786545,0.739916682,Y,A14 
HVACI SE Dartford,51499 A14 149/9A J45,52.23876572,0.780266643,Y,A14 
HVACI SE Dartford,51708 M4 65/8A J11,51.41201782,-0.972249985,Y,M4 
HVACI SE Dartford,51806 A14 180/6B J52,52.10558319,1.105966687,Y,A14 
HVACI SE Dartford,51812 A14 181/2A J52,52.09946823,1.111583352,Y,A14 
HVACI SE Dartford,51822 A14 182/2A J52 53,52.09143448,1.116700053,Y,A14 
HVACI SE Dartford,51830 A14 183/0B J53,52.08388519,1.110299945,Y,A14 
HVACI SE Dartford,51848 A14 184/8A J53 54,52.06571579,1.11011672,Y,A14 
HVACI SE Dartford,51863 A14 186/3A J54 55,52.05656815,1.10376668,Y,A14 
HVACI SE Dartford,51884 A14 188/4B J55,52.03836823,1.096216679,Y,A14 
HVACI SE Dartford,51891 A14 189/1B J55,52.03351593,1.102666616,Y,A14 
HVACI SE Dartford,51913 A14 191/3B J56 55,52.02508163,1.131783366,Y,A14 
HVACI SE Dartford,51921 A14 192/1L J56,52.02415085,1.142333388,Y,A14 
HVACI SE Dartford,51930 A14 193/0A J56 57,52.02671814,1.154816628,Y,A14 
HVACI SE Dartford,51944 A14 1943B J57 56,52.02679825,1.174316645,Y,A14 
HVACI SE Dartford,51968 A14 196/8A J57,52.02553177,1.208316684,Y,A14 
HVACI SE Dartford,51977 A14 197/7A J57 58,52.02576828,1.220649958,Y,A14 
HVACI SE Dartford,52001 A14 200/1A J58,52.02671814,1.253533363,Y,A14 
HVACI SE Dartford,52020 A14 202/0B J59 58,52.01498413,1.274199963,Y,A14 
HVACI SE Dartford,52059 A14 205/9A J59,51.99371719,1.315299988,Y,A14 
HVACI SE Dartford,52073 A14 207/3B J60 59,51.98210144,1.32491672,Y,A14 
HVACI SE Dartford,52077 A1(M) 7/7B J14,52.38000107,-0.254999995,Y,A1(M) 
HVACI SE Dartford,52082 A14 208/2A J60,51.97828293,1.331733346,Y,A14 
HVACI SE Dartford,52087 A1(M) 8/7B J14,52.38800049,-0.257999986,Y,A1(M) 
HVACI SE Dartford,52098 A14 209/8A J61,51.96428299,1.321983337,Y,A14 
HVACI SE Dartford,52100 A1(M) 10/0A J14,52.39981842,-0.262666672,Y,A1(M) 
HVACI SE Dartford,52108 A14 210/8A J62,51.95624924,1.326116681,Y,A14 
HVACI SE Dartford,52113 M1 11/3B J1,51.57343292,-0.231316671,Y,M1 
HVACI SE Dartford,52118 M4 11/8A J1,51.49013519,-0.279966652,Y,M4 
HVACI SE Dartford,52120 M1 12/0A J1,51.57826614,-0.237483338,Y,M1 
HVACI SE Dartford,52121 A1(M) 12/0A J14 15,52.41740036,-0.267766654,Y,A1(M) 
HVACI SE Dartford,52126 M4 12/6B J2 1,51.49229813,-0.283650011,Y,M4 
HVACI SE Dartford,52128 M1 12/8A J1 2,51.58599854,-0.238999993,Y,M1 
HVACI SE Dartford,52130 M4 13/0B J2 1,51.49308395,-0.287683338,Y,M4 
HVACI SE Dartford,52131 A1(M) 13/1B J16 15,52.42699814,-0.268999994,Y,A1(M) 
HVACI SE Dartford,52134 M4 13/4A J2,51.49098206,-0.294349998,Y,M4 
HVACI SE Dartford,52137 A1(M) 13/7B J15,52.43199921,-0.270999998,Y,A1(M) 
HVACI SE Dartford,52139 M4 13/9B J2,51.4916153,-0.303649992,Y,M4 
HVACI SE Dartford,52145 M4 14/5B J3 2,51.48966599,-0.310933322,Y,M4 
HVACI SE Dartford,52147 M1 14/7B J2,51.60200119,-0.238000005,Y,M1 
HVACI SE Dartford,52154 A1(M) 15/4B J16 15,52.46099854,-0.280999988,Y,A1(M) 
HVACI SE Dartford,52156 M4 15/6A J2 3,51.49336624,-0.328049988,Y,M4 
HVACI SE Dartford,52159 M4 15/9B J3 2,51.49451828,-0.328700006,Y,M4 
HVACI SE Dartford,52165 M4 16/5B J3 2,51.49615097,-0.338016659,Y,M4 
HVACI SE Dartford,52167 M1 16/7B J2,51.61700058,-0.252000004,Y,M1 
HVACI SE Dartford,52173 A1(M) 17/3A J15 16,52.4640007,-0.282000005,Y,A1(M) 
HVACI SE Dartford,52177 M4 17/7B J3 2,51.49444962,-0.355733335,Y,M4 
HVACI SE Dartford,52179 M1 17/9A J2 4 SERVICES,51.6269989,-0.261999995,Y,M1 
HVACI SE Dartford,52180 M1 S'Bar Sth Con+,51.626091,-0.260850012,Y,M1 
HVACI SE Dartford,52181 M1 S'Bar Nth Con+,51.62596893,-0.261480004,Y,M1 
HVACI SE Dartford,52189 M1 18/9B,51.63533401,-0.26548332,Y,M1 
HVACI SE Dartford,52190 M4 19/0A J2 3,51.49043274,-0.364183336,Y,M4 
HVACI SE Dartford,52194 A1(M) 19/4A J15 16,52.48300171,-0.286000013,Y,A1(M) 
HVACI SE Dartford,52202 M4 20/2A J2 3,51.4873848,-0.387833327,Y,M4 
HVACI SE Dartford,52204 M1 20/4B J4 2,51.63698196,-0.286599994,Y,M1 
HVACI SE Dartford,52208 A1(M) 20/8B J16,52.49499893,-0.287999988,Y,A1(M) 
HVACI SE Dartford,52214 M1 21/4A J4,51.6346817,-0.300500005,Y,M1 
